img_name,mos
e0v0iqjajp,4.968553459
888d8zt90c,6.277456647
0ypnir3lmv,4.156862745
iz3hbybtxn,5.122807018
r39umnzsc7,5.257668712
2efxe06qq7,5.063694268
3uiupafxfx,5.746835443
dwppo7hsp6,6.312883436
pq55hxbw5d,5.025641026
7kxakfhphu,6.543859649
sk8fodbb7z,4.136645963
bnpc62v7t5,6.265060241
57l371zouw,5.899371069
uzv1ml81pg,4.539473684
42y1epy1ny,6.584337349
hom1ubprz8,6.048484848
r1ociqvv9a,5.512820513
3tzy2kzw9t,5.74691358
i8ttyjtrsk,5.952941176
w1ox61vvlr,5.19375
59vmklnwhy,5.230263158
0vtp11vqbs,6.319727891
jqrosfmvwa,5.844311377
3uwtx1k55q,6.268292683
nzzvha4v0o,6.39375
yaxp6cjdp2,6.152941176
hjfyybyzts,2.655844156
umqi1vzi54,7.047058824
3dvercv8sg,4.885350318
74ag6s5hq0,5.180124224
hazrnztt3e,4.73125
fvs2u5c214,6.388888889
3j987cdk2o,5.474683544
b7gqzd32tg,6.496932515
kw58or95k4,6.352941176
czrsw06hxu,6.558685446
hvipsj1szo,3.772727273
9gpwsmeti9,6.09569378
7zeykx0gkt,4.770408163
lfrb2s13jb,6.12745098
93gjb5k0ny,5.528571429
7ay4ired2j,4.975
eh7bf4p8xv,6.566666667
vsyi8m1axw,6.043062201
4nqq68so07,6.293269231
3ryea3m91b,5.768115942
6x0rqqnklf,6.225
hpqsvpvct1,5.074257426
wumjym76ym,6.63507109
ofiubompth,5.374384236
2bb3p6wkd0,5.845410628
019n01i097,5.398989899
56simu8efc,6.172413793
txgifo8bfq,5.851648352
z89ui0ve3k,5.447674419
dtfu41t00a,6.13372093
2cznvorj9o,5.834254144
hhxv7k5hu1,5.367816092
fm977lr0zq,6.040229885
h6544etpm0,4.625766871
4tkf26srdx,5.115606936
zsfyhl63m3,5.059171598
4v2kj9z2we,5.696969697
zvqj9fubir,5.462427746
75kr84g1a0,4.695402299
zofcyer5fw,5.147727273
12i9ko87s8,5.586592179
ul102cxcrv,4.136904762
7r3oar4ss3,6.100558659
at6f9yzutm,5.059171598
pvaex6l3zn,7.374331551
7oxwrc45bs,6.388888889
lbozb80nxi,5.5
s6885gcq64,6.287769784
0w2a3xwuxj,5.416666667
g07dgm6564,6.064285714
b0gvl5elyo,6.240875912
8mkb0vgfvv,6.237762238
ok4itqn6vj,5.24822695
ykwtxl51xz,5.811594203
a8cp2fp396,6.623188406
d9xvb803ic,5.595419847
4cnttaxko3,6.09929078
26vo94i11p,5.083969466
ztstqut9zf,6.797101449
1edre29d1c,6.286764706
r8qqyz2jxx,5.68115942
ixoj1kg3zr,6.117647059
l1g80ikeom,5.585185185
uyknx3l7va,5.985507246
e6qbp2pdwh,4.238095238
z211aa3voz,5.467625899
dk077om3dr,4.97037037
bqavf77z46,7.090909091
8kady7qhfv,5.673758865
x9jrj6z6lv,4.367149758
btg7oufai2,6.714285714
6o30i479d8,4.625615764
a9bochku9g,6.114832536
x7lh7k15ev,7.386046512
5x50t2o8ma,5.813397129
cdc2sl11uk,4.685446009
q1cx7fuafy,5.276190476
i24mgs0xp1,4.976525822
tlh8eqztd0,6.033492823
719tfld11i,5.738317757
ikz3fkt5r2,6.286384977
ame4wb24pf,5.833333333
pz2g58ldem,6.082949309
xdwkzpovpy,6
gymtcz6ki3,5.177033493
merwv59itj,6.549295775
iqy9ohimm9,4.905660377
n7ywpkttlu,5.475138122
hhiwt6xxn9,6.294444444
ym3af0gryk,6.163043478
vaarjxtisg,4.971751412
hxkxtyo13k,6.62295082
yuqxkxa6me,5.89010989
z87f3jm1pn,4.6
dhtpw0i5du,6.770949721
j7tahmlolw,4.514792899
mcwj8jduxg,5.567460317
dd6b2mkk4t,4.606694561
h0hplqjy5d,5.726141079
naqjo9ou7j,5.616033755
jmtxibr932,5.582995951
e870xt2chj,5.894736842
syge83smac,6.380753138
bgipmczgag,4.741666667
qkq60kpnqm,5.732793522
23mq91ed7f,4.188034188
80p32miabc,5.394190871
7jq50e3x3i,4.109649123
ejsgiqezj9,5.413533835
3rh4fsydkc,5.946360153
ezzn41ottb,5.677165354
wo2eshr9pm,6.317829457
thlch6cobh,6.763157895
r2ozcwha1d,7.498181818
8s69kgpyxe,5.824427481
da0ibryat5,6.28957529
ep6iaimya3,6.114503817
6xomuz7swb,6.635338346
84pflhlx01,6.688976378
c19mp2iex0,4.94980695
n7y6p27aok,5.647509579
nhiqf44k27,6.9609375
gi84gjal1o,6.284046693
bnskegbarx,4
kn2rnvi8fg,5.051792829
qenz6ngeuu,5.700389105
82xnxbynne,4.194756554
5p2b3pjohp,5.020080321
fyq97icacz,5.759541985
jq6k37x721,6.037453184
cpsrpxvkg6,6.669144981
twd6mjeuo0,4.870967742
vajvepv9yz,5.168582375
5hfeyirhii,5.88030888
wgixzox7d4,6.848484848
wkjcekfl1x,5.587360595
cwutg26n3j,6.066929134
q0y9hqlvgm,5.620817844
deyn06h0aa,4.367816092
fz47elq5h3,4.256704981
2a7smftlw4,4.346153846
lm4shd0mtz,6.178137652
we8knbxrfg,5.563909774
119sxhjv39,6.132
pinrropeez,3.770114943
80hhuragqn,7.21978022
s22jjg18tz,5.863636364
n48jh8aqhd,6.514056225
18vb5ghajt,6.448398577
rgijs86lpd,5.023346304
sm7vkyfc12,6.072874494
shtircuptz,5.885057471
syy55kq5eq,4.916996047
5n14sblhby,4.932806324
vdzwdjbth2,4.813953488
9a6evisqhd,5.673151751
26toqtw0cf,4.46969697
vr2kymf8pk,4.741176471
txbsgom0fn,6.38490566
m4iseawrb8,5.818548387
jhlr4m80y7,5.221789883
2s8hkagg6d,5.566539924
aadgfhyl08,5.282945736
9kckgr1mwx,6.300613497
dtdjrre1c1,4.963414634
9vxyl0r1l2,6.238372093
jr9bwikoai,6.179190751
lol6fr7wmh,6.638554217
fo0ii0lyrz,5.153374233
txt5n4ib0v,6.527272727
9hr69v41am,6.198757764
zxangmpnzc,5.975308642
5god3kdqui,5.610778443
7l0k6goumi,6.159509202
6tyohs6nn1,4.819354839
8qtz1vixwn,4.196202532
z6su1darsv,5.614906832
y14nrfbhz8,7.369942197
dzitc3evgz,6.735714286
z8fernkd6p,4.935361217
6z8qznl2xy,5.567272727
7hdvqizu5o,5.903703704
ae05gutrld,5.336956522
z0yrkik2k5,5.974545455
dyc8mtccko,5.55513308
r5mhtmgz7l,5.902985075
15lyc4o6ly,4.957854406
0o0gil4laj,5.836501901
wx13j8lfts,3.548262548
150lz9l0zw,4.968871595
taut4ndrhx,5.273764259
sv345zw8f7,4.176923077
fcz42335iu,5.878787879
urzdkkhyjm,4.087452471
6qlr1ozs19,4.361940299
ry3y3w000z,6.096654275
4gl21s7taz,4.862676056
44hb8ncrjm,4.590405904
s2bo82j0wj,5.973782772
fymx0ygi3h,5.388111888
1c1h0if48e,6.277978339
inoy9ly2bz,4.416356877
k1au2z9gv1,2.618181818
rivfgqime8,5.9566787
0kcnskp5hk,4.469230769
cvz4mvtpes,5.003831418
h5c8097swh,4.393700787
3qy22t1idt,5.07063197
oxg6aet10i,4.611111111
ys31kf3npn,5.122222222
o1ap9ceo29,6.242753623
3e9mcy9rfk,4.796992481
a0n0aby5ff,6.196428571
vmqi860ozs,4.27443609
9afe5szvby,4.258687259
3ro3rtrvbn,4.21641791
konsx7zc45,5.064885496
aaxblrys42,4.186813187
a06bx1742d,5.328519856
nxkimwr5xv,6.063829787
nywl6653dw,4.890151515
w8kdp0z7e3,4.846153846
opsihr0b96,5.440758294
op503stwvq,6.548387097
x2fuzj7o80,6.187793427
ufipzclyn1,7.063926941
wwhe1fxqao,7.042056075
5lnaxn9sij,5.267942584
xowr9v6yeh,5.109004739
o7hlnyrawo,5.361502347
2g5d1lfl07,5.578199052
zdoy430bhg,5.990740741
fshqaqvwjd,5.06372549
gmdmfo75qk,5.259433962
s21mhrcae2,6.357142857
q2aeqquvt8,6.158469945
t6365x91uq,5.309392265
jo6r9mia98,5.027932961
hj7vij5ot5,5.15625
u66aeiu6g1,4.420454545
sj0jug4kw9,5.07027027
f9mvbe1i4w,5.037433155
bnoknqtryo,7.027472527
35kft32ozf,6.049450549
67xfbdo6ec,4.784530387
ksu6hr1prf,7.256544503
gfn8847cce,6.689839572
jc8ylyl9qz,5.385057471
ltt9ebedvf,5.561497326
2eu69zgcol,4.873626374
de22yr0cqx,5.705555556
ahwz182smr,6.020942408
768t64z2ig,6.097826087
k8ts3v2kyo,4.804347826
l424fp5b47,5.55
rjkhwwhld9,4.446927374
rdd96iqlcq,5.347826087
uacq2amw6y,5.439153439
u1hojimmi6,5.956284153
7os1rgezbq,4.883977901
m5o69qvwrk,5.459459459
rulra2lj6p,6.368421053
qclrxjdyw4,5.852272727
pg6umjqpmz,6.357142857
bwp8qiw7kw,4.451086957
9yj3he3ppt,4.300546448
wsc33mvyga,5.723404255
b3mvfmfa42,4.15
qce5ksiv5m,6.638297872
46g61mq1ff,6.11827957
jsn1404brt,6.593406593
1onfv30y77,6.367021277
9c3miqy5l9,5.280898876
rpngqcixg4,5.005747126
rvjt4krbwt,7.468421053
aa4wwlh56x,6.748603352
ndgurhzs6w,5.917127072
gswswo9lnp,6.184782609
mbf4js93wc,6.29281768
n1tymfaz94,5.821621622
rvgak7g2ff,6.027777778
wrzh14y3ik,6.502793296
mun6u8a9bj,4.901639344
eg4esbpb6u,4.549295775
f3uxjx082s,5.118055556
u4ar7gml3q,6.273037543
0fppgra18z,4.7
oltjtd21t5,4.125
q2yrn9vkuv,3.698305085
b4ec3djc5r,4.013468013
opy0vkjaw1,4.180147059
ogqxcb9djy,5.292517007
d5zuoe63cb,4.816393443
pkr6ekkv8w,5.097643098
zd5yxfxah1,3.879194631
ytwujp2lnv,4.688135593
4pi8jp139n,5.619047619
a341dcurdu,5.587188612
txdlk9j6ou,4.928825623
k8w72we8dg,6.140939597
q7fgse563z,6.351170569
dczdhpkjvs,5.679738562
zeee4ztgcn,5.135231317
bxe9uvz2ue,4.944444444
aicq5z4txq,6.152777778
orixvawka0,6.921052632
drwjr3gyzl,6.112956811
r2ekl0gl7d,5.219594595
a0grtvea2b,5.284246575
pbf1jb90h5,4.876760563
4v1l2p47bc,5.217391304
00oxcejwwq,5.239864865
ipqz1fo8cu,5.510714286
cb7kayerq6,6.163636364
uq6d3x3hyk,5.071428571
cr61j8sehf,4.763250883
z3v5w7ll1a,4
6g1r6vj6r7,5.122866894
uqfa3tj011,5.068965517
tzv9n7gm1g,4.547297297
vvd8z8wg70,5.450511945
vqgiuhurhj,5.484848485
dedimkd06q,4.930795848
5rhf1tic1s,5.040268456
0xe4wiosuj,4.651567944
ej6tui48fu,5.526501767
up1ck2w4fc,6.264808362
8d46a3kg0x,5.559859155
70asyxo77i,6.153061224
8888a22iko,4.262172285
6ej271szkj,5.531034483
dualugghnb,4.961937716
o1jz015qs4,5.591836735
gnvv388pjz,5.101398601
moyw7hkh6g,4.388513514
djp6xz28bh,5.707317073
v5bhsawiph,5.406666667
rgyt7bvhwe,5.818181818
ne5lacfif2,4.597864769
s3xm2ks25u,6.136986301
1xtky3xzht,4.975
eas3wmdfdk,5.280528053
p5xgduwo5j,4.840277778
7b34vodmk4,5.248275862
ljadfto2tm,4.858585859
tqvd6o2b1t,5.137809187
z0s6vr50mq,4.534722222
ylytz9dxrp,6.026058632
beeehsd9o8,6.261589404
vpreo1odll,5.969491525
tstsmuzfv5,4.15942029
zm40nnjxor,6.280405405
hhry0ydtk3,5.589576547
cf0nlp7vl1,5.047619048
v0vleqhh6q,6.980582524
5kag4p19h3,5.188356164
evfk664v17,5.025270758
3h6eoia2ns,4.989795918
qp0xpriezg,6.663398693
pm76d8q0ll,5.03
jh93ob7qm3,4.715254237
svxae0mwyw,5.192810458
bs4tlhwwf7,4.118881119
vcqr3m6epw,5.578767123
tfad6aywu3,5.210169492
z09ajtcjas,5.033670034
ziit7qhlt1,4.061433447
7xvoi42bki,6.020905923
annv2q8mw1,5.568561873
urv2xv6703,5.536082474
olu9vx4aex,5.229965157
f80jysq5o2,5.295454545
17ss0l2wy8,4.587412587
gesscpg2dy,6.251798561
pd01lxqblk,4.081272085
pqyzzlnqec,4.336700337
qu6l0hr5z3,4.852233677
iplz3633qe,4.894736842
a5zqzvg85f,5.056737589
3w21631a0k,6.301948052
yu5hyg9yi1,5.020979021
cw227799vd,4.721088435
0pokwlbila,4.821305842
sprw6uxlm2,3.790940767
vwiguxn4t8,5.370242215
4yzey83k5j,6.691318328
eswqnjlb9f,4.505154639
sn013r1xl9,4.663120567
fgh9pmebci,4.116607774
jpwipygms4,4.3
elmwic9kfa,5.252631579
3a242nfxyt,5.19047619
islw5dcb3y,4.896551724
fv3n4fe78a,4.625
pqg4x9qg81,5.394927536
oqdlo1sm23,6.456521739
doymvg1n4n,4.345588235
rxkxv9janw,5.691176471
7rzi3s9br3,5.102941176
fk17xpdd9b,6.462686567
ho3yc4xqqh,5.496350365
kj4wrtonff,4.896296296
kb7kajz9up,6.361702128
4jj61jdfec,4.462686567
cwlb3so5ko,5.288888889
oy7yj8uobn,6.539568345
20mj14kdpj,5.348148148
xk1isk3w5f,6.552447552
tlz5hqklps,6.274074074
4u4ttigns9,6.130434783
bpgklpk6zd,4.502145923
ys2dv4se9y,4.174672489
s78ysdt562,5.276150628
kxyqn4rhw4,5.372881356
nbbpdd1045,5.534482759
81lf3lj2a2,5.064102564
imxbpz3514,6.233766234
lx1rb0o59o,4.832618026
30ykt2si1q,2.655319149
4yq021khyh,4.348017621
h90t6kk4gx,5.341991342
g0dg2ub9j0,4.463203463
b1wn37z65y,5.138528139
tcblj2w0bh,6.18907563
4qw0crc0ch,5.621145374
8t6al3yzdv,5.798353909
mp4wzabbns,6.327586207
ds8el41enc,7.129166667
vso1v1f0ib,5.0995671
9p95jlggyf,5.953389831
scm47f8iy5,6.187234043
5977xxn072,5.008547009
qg2k72ucn8,6.902834008
8rjp589tpc,5.597345133
ief5dlrps6,5.3625
6kseoljo0l,6.567901235
i9iinbdpvp,5.03030303
9spcwf4fck,5.197424893
bspttvjq45,5.886075949
sanrs1ey0n,4.896551724
y5ntqht7k5,5.991631799
14f1ttkibr,5.416309013
fdqto45hns,4.527027027
25tclc68ta,3.775862069
w2g66tk3hs,5.47008547
56oh6ad28w,4.725225225
aad5t34rlx,5.276315789
mtrcuga3xj,4.700440529
jrg8ksdl7x,5.901287554
5etgyza0nj,5.535564854
vn1b6vfu0k,4.679487179
isui5fffqd,5.591044776
4w9re3emrp,5.540935673
02ceky6lip,5.797619048
9d55osdgat,5.277456647
h47481hjn8,5.539358601
kwq0rnmth0,6.175287356
zxoowch7rg,5.52173913
kwsmbuwkg6,5.266666667
16zpmrpdpr,7.13372093
e7zvitq83w,5.654178674
lme73k46dh,4.755162242
m8noy7gpj7,5.641566265
f3klnm3sze,6.160458453
s5d3xh36m8,5.011396011
7hy9s8pm50,5.99713467
opqfuzt8zq,6.122807018
o0tb6y3k4j,6.140401146
s5xqqn2zjj,6.28611898
8do5upp6nr,5.558823529
ey3fpjfuz3,5.04719764
12qnl2lwlt,5.819767442
q9pzgh6qy0,5.626086957
v8wut5st6k,7.35734072
zz4cyc93ts,4.777777778
sh6yc8n7f0,6.873529412
un2prqcx1z,5.632478632
ye14q9qi3p,7.395894428
gf59jvrmzf,4.993883792
ijc6c75eja,6.994428969
s1dbl9jrh3,7.064896755
3y4pxx265s,5.541420118
1fzx1huul8,6.153179191
tx7psd2ner,5.372492837
p7z0ilga6i,6.605113636
7zo2rli0t4,5.691860465
pbr2uqs9b5,5.165680473
8cteola3jl,5.804093567
u6wb01ydqq,6.138554217
avovd3f86z,4.715542522
od6az6ddrp,5.247058824
j4jc6ynib4,5.084985836
i1ag0fkuoe,4.163690476
wlk1syw7uq,5.715976331
3obn2ocumz,7.34375
am6fswccrl,5.011904762
keklgyjs8t,5.456395349
wxocp9tnvu,5.209580838
jgvidvt43x,4.852507375
w8m72puyh0,5.189504373
vhnqrrtobc,5.785714286
6jd0jleyqd,5.495145631
09hbfmze9z,6.205882353
huiakfaka8,6.52173913
ij2jt9bbyd,5.768867925
uzev35i34j,6.66507177
8iglvsakhg,5.845410628
yzlay4p8l6,6.732057416
wsss0pn5px,5.945812808
th017h0ago,5.062200957
3dx2f4zxfl,5.786729858
7psa1gw4hv,5.531100478
p5dappjtgi,5.361904762
pkcw7dhisw,5.95215311
v48ogxnyxw,6.426540284
el8i9e5pre,5.85645933
ghwbznl1y9,5.66507177
mzglik2swu,5.778301887
43c2nj1z0d,6.129186603
35g1i4szua,5.177339901
4b1dhpenc9,3.694323144
m3j3p72vj1,5.117073171
by8sp3pdzr,6.142857143
7qds0bcmzj,4.507246377
itwqj46c8m,5.358585859
mxwsrynnkm,4.081339713
s9m7qor17n,5.443349754
2zxmlpc52f,5.80861244
dtvt7ht5v8,4.934883721
7zu5xr3am0,5.834101382
xzh68ersju,5.578703704
ihin8mle83,4.833333333
qnhiywwe2p,4.199004975
efsdycorrb,6.955223881
l8i185p2ev,5.391705069
0v6rtbm1s4,6.311320755
jkxfk5mzj7,5.633663366
rfr9o9itck,6.404878049
m8vunx7jx4,6.468292683
ouz7rbdifo,5.95215311
8y68z3mdw3,6.210280374
7ku1pfujn4,5.783653846
na3h6zj5bu,5.009756098
ksmmu7asp1,4.893719807
cu3glyvpcy,5.299065421
z08nd0j8gc,6.256038647
yqyupf0crk,6.138613861
nqudt7g2x9,4.527638191
2i3mta5ehh,4.835820896
v5bwymeq07,3.59047619
j000b24qbg,5.173076923
2yga6f96ra,3.416267943
1cr998d0vm,5.4
f6gldu0jql,6.555023923
ksx49gjqg9,5.868544601
xk3t71k194,5.043902439
t24pacwx2a,5.019323672
ihl3jd0c0q,6
1l7ycym9xi,6.719626168
31zl55ufye,3.758293839
4i4h37f2a5,5.422885572
gl7shmk9j3,4.073732719
wv7ighv38q,5.882352941
r9xhtn0v1x,3.632850242
owtvyy182r,5.900473934
x8e6guwna7,5.716981132
h5iaskhjlf,5.120192308
9kvrlgxowt,5.788944724
a59cu8kc7a,3.91160221
gy0vsod8mn,6.097435897
6tp0u7t9mb,6.66509434
4fmxlnp18l,5.320930233
6brr0qepc3,5.087349398
baj3oyvwdi,6.577844311
712r4t7kat,4.957575758
5zxttm9i78,6.707100592
bk4lgj0d1r,6.230088496
5xqn6f0cgx,6.128279883
3gphm0a8s6,6.65625
do6eweqont,5.301204819
kvmn7hoy0o,5.144970414
26zlkhtcik,5.960725076
wseite6jtu,5.397626113
f6eftxa97x,5.775
v80szqjwuh,6.655367232
zvg9qnva0t,5.584569733
ukgeqt2jgw,5.710447761
edhe2aotw2,5.963746224
3qcvvwsdhw,5.479411765
gvk8cly9s6,6.262839879
066n6ho9dw,6.235127479
rcsupaa248,6.885294118
is5bknecli,5.76035503
7ex7oksg6c,4.29969419
gzfiv5xhlz,4.933933934
93514x76mw,4.888235294
row4lmkiuj,4.872340426
zb16cncna4,5.868945869
2ypapknpsb,4.795918367
850d8ymm59,5.37283237
nmwv7t8l6x,5.281609195
nrca3v2ba7,4.285714286
p6j82t059x,5.910179641
icyy3zqizu,5.662756598
epqqwtbw5e,3.640949555
e85285fx2x,4.163204748
p6gu80hhlx,3.753012048
xwokl58qzc,3.711815562
avroh19ufm,6.22392638
2b77syau1n,3.865030675
6n3sk8y7a4,5.043604651
o733xfdkbi,5.667655786
1jda9wl9wg,5.785923754
pyzyc27fxf,4.693452381
olc3cs43wx,3.839879154
r91429egc9,7.204610951
8dmkqolxyl,5.343465046
1mhg9g8du9,5.46627566
h43468kn2t,4.953703704
hru4y3tec0,4.521472393
6uws9njauq,5.887905605
sergzkix0w,5.877300614
f6pwzn78dg,6.293209877
i1puh4fepo,5.769911504
ql4hmemca5,7.458579882
7awph9iflt,4.958083832
k8x9qmtvhf,6.344117647
rwmtzwypzu,5.789017341
knxqsjiabv,3.679758308
kiultpp8fv,4.759878419
zbqqe2tz99,5.645645646
tmt748vdq3,6.51026393
unuu6agq6c,5.74127907
yd4do5v6s8,5.302941176
kpuvw11lvv,4.968390805
rms8dssk8m,5.442528736
hcjqcd62cm,5.452941176
o9puwna5ag,6.437125749
o9eyaeruw3,3.86996904
eboj6chjak,6.628242075
9gl4tafegv,5.023952096
j3nles14eb,5.305232558
dtn5vxtnx6,5.628242075
o8lw7wi363,6.120689655
wd2rvdeae2,5.181008902
1owc4hzpyv,5.635542169
150q9zvoq6,7.362162162
4t5tjbgitb,5.854166667
a743a3rw8h,6.614730878
izjjdt4agc,4.050147493
lz597cnbi6,4.854545455
dolne5lqk1,5.76969697
ov4xld38ou,6.312684366
e04ua6b2a9,7.002906977
m5l3xm5xvy,6.042979943
91c7b585o9,5.57957958
803hja713f,5.690909091
2t4bk73ico,6.700879765
c0demke73k,4.87987988
fkyii07kag,3.548387097
45ubfib2hs,5.047619048
wqkz7jw3vv,5.212121212
cjwiekinxe,5.678466077
4okfxn9z6w,5.963855422
qyeig4t7wc,6.878186969
2emzjos5hy,5.321637427
pdt7xm8j57,5.189189189
t1gzjl5iwa,7.156862745
yrp9s7qpss,6.926701571
s4g0j4m8e4,6.015873016
j7aaippi7m,6.465968586
31wh24jqim,6.122340426
gt7wbtp6gl,5.712765957
3jv1p461k0,5.867021277
85gnb2p3t8,7.219387755
2056si1nd6,5.79144385
yrkd42nuo2,5.082417582
spxcs3owzi,5.289617486
zv6spitkz7,7.092307692
714gypxzz9,5.081521739
c0for9zc9c,4.413043478
lyyrmsodso,7.27173913
bydg3kaka2,4.792746114
4sdt68svry,5.405263158
3tlpmfjtjs,4.56284153
9usndud4g9,6.190954774
8sh4vlzj58,6.859223301
w7x7h8enr7,4.497326203
rqycddct9v,5.313513514
gmj5p7hl4z,6.37244898
n9o3v4ztau,4.685279188
buvhctpe5e,6.119170984
xexiqakixb,5.942708333
ulqen7kan8,5.005405405
123djfiw71,5.24742268
6eeogj9ybd,5.944751381
qiamx65ckz,5.335106383
rg49r6onsy,5.204081633
ckblxdcrz5,5.54787234
uo91yimgq0,5.489795918
4iyhfb3387,5.404145078
kd6q2nsdbf,5.275132275
rvwrsr5ibn,5.649484536
6szj6rxf2e,7.177664975
zdy7a7emj9,6.134020619
rah6hn9d89,5.25
qgdzq9tsuq,5.828125
bvan2v6ne4,6.015706806
osd4rnp79s,5.743315508
eru13zxcg9,6.162790698
j1wsj1me04,5.455555556
3o89jvqg72,5.479087452
bvoo92xvjk,5.805243446
p4a9vrbwrn,4.257936508
s9ofb4ksrz,4.457692308
1b3t98xzwq,5.14801444
n1a2w5j0aa,6.163265306
ni5bkoymoa,5.214285714
787dr3f7vp,5.238095238
snxp7crgv4,5.358267717
wowz5zi5ox,4.012295082
jeduirkk73,5.374501992
2qh7bywy0b,6.705223881
s1zca0r24u,5.492366412
j9yo52707q,5.911764706
xyudqdenv1,6.135658915
xhnw6rd084,4.270042194
j3q62miwef,4.349809886
v7pbrqvhyd,6.41697417
6phu9lb8wr,4.48046875
045ac34kq0,6.083333333
zx83mq0nrp,4.536121673
76hl3wn1nn,4.988505747
uqu2gzazea,6.382978723
jcaeuutll0,6.139622642
z4zv5r4auj,5.624
5otbd7ihau,5.647286822
e408lmr787,5.584313725
wwq0xdbnmx,5.945525292
3i7kjpnss3,5.949275362
i79krjvsp1,6.429118774
qx91bibfq7,5.715328467
kcpcr4x98u,5.807407407
1i6iuwcj6q,5.551587302
jglb0h4bjz,4.888461538
kp7mtxjmla,4.885931559
6kcjrxytir,5.382239382
utv6vrkonq,5.195488722
u3h6senaxu,5.293436293
cx1p8d641h,6.715867159
j941mfypl5,4.515625
xdt40orcwl,7.283687943
q06gpf9wz8,5.629213483
hja3zs8e83,7.138297872
jvc96d5jau,5.066420664
0tgk5n4fon,5.926923077
ggx2z7bsun,5.111969112
mpm95r6m02,6.106761566
9jq3mnc92t,5.308823529
own3oimxza,5.482587065
de5jslehvf,6.394366197
c5v42866ki,4.836633663
8z4nom9tzp,4.766169154
txxk31kdm0,5.171717172
dig09r6f14,6.475490196
uup7bhe4eb,5.486772487
apatgko7mv,6.445544554
9uga5b6ie7,4.848484848
8lwjiee51d,6.583732057
2c79q086in,6.236180905
2n6214b6v6,5.195238095
05ih969yl9,4.680203046
f1p3ac4o3x,5.14213198
2ssdcavn51,5.809756098
6mlvo8khaw,6.085714286
cdnecqp7em,5.36453202
2mlhmcody5,5.546728972
0v00reej7b,4.492753623
1wrsd1el1r,5.485576923
10ugf3i3dn,6.466019417
27ao4slekr,5.108910891
oguoh82lgl,4.754716981
qrjckm5n6j,6.270531401
untwaci83s,5.697115385
nu7rzg57a3,6.788732394
9a1od3oigr,5.373205742
3seblfgazu,6.140186916
x3ts36fjnl,6.357843137
efm0eh5h3d,5.765306122
hyzjtjtl5m,4.818627451
d6evgjqchc,4.32460733
9dd8xqmjyo,5.406862745
g3meghx6is,4.78238342
hy5bw2qqn2,6.010204082
dduxsc3913,5.168367347
20v9h1usyl,5.781553398
32b3p4ylt8,4.465346535
bojwdrhbuo,5.69
lw7tbg94q5,4.441624365
dy6wfm9fau,4.755102041
jog56k2yma,7.662037037
raye74znum,5.43627451
b6oijj8m7z,5.921658986
4ysw9ybl6k,5.248780488
3ujo2erwop,5.783251232
pjzeqc4yt0,5.730569948
c4lax0omfq,6.911764706
v2ub6va7et,5.596938776
jtc8pl82ys,5.412060302
xamshmmsrn,5.632850242
regln8zbvc,6.125
vrc1xp2hr4,5.668341709
0n45qzbqh2,5.923857868
yfdps8tzvy,5.874396135
llp6xtr2ls,5.13
q1tnxnllar,4.698019802
gcdlgdbkgg,6.050761421
ccz798bqwd,5.585714286
lecwkr1a3j,5.276190476
vj23usba8m,6.705882353
sqxa7g960m,5.563451777
7uokxmipzb,5.279187817
tjgpcrmfs3,5.765550239
sfutu08gbz,6.382978723
9ecrh21max,2.787878788
ienmmh5ffb,4.276595745
jt69cbwvou,5.725925926
ysq1lcu9nl,6.071428571
jn7jo7wc68,5.795918367
qbrmyfn6ec,5.70212766
22h73399hd,3.942028986
f350xwtvx5,6.564285714
w8kheg3m0s,4.863309353
lvp4ux5xzs,4.833333333
svhrva0leu,5.204225352
xtuymnejxg,5.907142857
zq7rpy3cvx,5.676056338
8zf8r8t553,5.251798561
9c6ia25hvc,5.028368794
1qf1331xey,6.167938931
07cemtsaj7,7.364285714
gdlh6y2iaf,5.807407407
uo9sdy1zel,6.15503876
42fi9fihze,5.842857143
7t02tl0vua,4.77443609
gj65lht7bg,6.47761194
gr9r61ot82,5.386363636
g1t5dto15h,5.13740458
eo3sea4xcn,5.651515152
7z4uzb2h54,4.268656716
s0aj8l1o76,6.218045113
cjr7ylw3kt,5.586956522
zqnycy7074,5.129770992
4ph5whymk9,6.177777778
tukva33qx8,5.7
y7lfkrj8uq,6.029411765
ctfzf5rpjd,4.977443609
ztqg9tragl,5.788321168
6dqhqm8n6i,6.0546875
npsp16fg70,4.879699248
b5wu970um1,3.740740741
48j0ftrayq,5.151515152
w29q5eahw1,5.466165414
k1k0e15ca6,5.641791045
742j6nz9z3,6.220588235
i3pnpk8xb4,4.946969697
2xvkj0373w,6.844444444
u2rjqz6gb3,5.984732824
s8ayzcdzmx,2.838709677
tzjtnrsfwx,4.315789474
097553swv7,5.630769231
p9enhlxetk,5.700729927
zrk69hl0li,4.609375
cnv48alicb,6.196969697
hp77qd64i9,6.435114504
0o49xc6m2d,4.842281879
oaujr1aj41,5.641196013
0573v5un7n,5.257234727
b56iebr30z,2.946843854
gmnu6tyf0r,4.735483871
jvtl47gutt,4.886206897
b7ewwhedve,4.938110749
chzon2ksld,5.793918919
oxsgzk1v6p,4.969178082
irdep1cbub,4.932475884
12qyn3v4mm,5.662162162
al8vd4b9aa,4.537931034
ypkoaxm0qc,6.148734177
